,ratings,reviews
5889,5,Must buy!Nice 👍
5890,4,Really NiceIt's good ok
5891,1,UnsatisfactoryWhen we call someone n press the recording option the phone is telling the person called u has pressed a recording which doesn't look good to the other person who is hearing. It will create nusense
5892,4,Nice productValue for money 👌
5893,3,"Decent productLow budget mobile, Rendomly use device..    Battery 🔋 charging very low...    Camera 📷 not okay   Display not OK for official work game...    Overall kaka type use mobile.., 🤣🤣"
5894,5,Perfect product!Good quality best colour
5895,5,Just wow!Good
5896,5,Great productThis phone camera is not adjusted
5897,5,WonderfulGood products
5898,4,DelightfulValue for money as per specifications
5899,3,FairReviewing after 2 month. Camera is worst. Makes every image white. During calling some lacks found. Some apps lack. But not to worry.
5900,5,Simply awesomeLove it❤️
5901,3,"FairNO CALL RECORDING, NO NOTIFICATION LIGHT,     NO BATTERY NOTIFICATION LIGHT VERY BAD MOBILE"
5902,5,Highly recommendedSuper all is going
5903,1,"Not recommended at allLock screen open ourself without any touch, and screen off during call in not available . Front Camera quality is not good. Auto recording. Is not available, even we can't see recording is recorder app. Even when we click in recording button it imform tha other side person like. I am doing recording"
5904,5,Mind-blowing purchaseAwesome product just go for it.
5905,1,"HorribleThe phone is overheating just after using it for some minutes, especially when you charge it. I have a Poco M2 Pro and it's really nice but this Poco M3 is horrible. It has an overheating issue and I have not played any game in it or use any big app that consumes huge battery.Plus, the camera quality is poor too. Do not buy it. It's not worth it."
5906,5,Classy productVery good products
5907,5,BrilliantMobile is Good.  Design and specification is nice for this cost.  But Camera Quality is not Good
5908,5,ExcellentGood
5909,5,WonderfulValue for money...
5910,5,Classy productAwesome phone in this range. I bought 3 of them!! Yellow is the best color!!
5911,4,Good choiceValue for money.Headset is not available with this mobile
5912,5,Terrific purchaseExcellent performance in all ways
5913,5,Fabulous!Exclusive Divine
5914,5,Mind-blowing purchaseGood phon
5915,4,Nice productGood
5916,5,ExcellentVery good phone in this range
5917,5,Super!It's nice
5918,5,"Perfect product!Good phone in price range of 12, 000/-I recommend you to buy it"
5919,1,"Not recommended at allGuys don't buy this poco M3 they're only mentioned 48 MP CAMARA but in actuall it's very poor clarity👎👎 . I suggest  to  all buyers, guys if you need better CAMARA quality u can buy in only OPPO  f17, f19 or reno series."
5920,5,Simply awesomeLove it❤️
5921,3,"FairNO CALL RECORDING, NO NOTIFICATION LIGHT,     NO BATTERY NOTIFICATION LIGHT VERY BAD MOBILE"
5922,5,Highly recommendedSuper all is going
5923,1,"Not recommended at allLock screen open ourself without any touch, and screen off during call in not available . Front Camera quality is not good. Auto recording. Is not available, even we can't see recording is recorder app. Even when we click in recording button it imform tha other side person like. I am doing recording"
5924,5,Mind-blowing purchaseAwesome product just go for it.
5925,1,"HorribleThe phone is overheating just after using it for some minutes, especially when you charge it. I have a Poco M2 Pro and it's really nice but this Poco M3 is horrible. It has an overheating issue and I have not played any game in it or use any big app that consumes huge battery.Plus, the camera quality is poor too. Do not buy it. It's not worth it."
5926,5,Classy productVery good products
5927,5,BrilliantMobile is Good.  Design and specification is nice for this cost.  But Camera Quality is not Good
5928,5,ExcellentGood
5929,5,WonderfulValue for money...
5930,5,Super!Good
5931,3,Does the jobBest Mobile
5932,4,Good choiceSuperb performance
5933,5,WonderfulValue for money and fast delivery
5934,1,"HorribleWorst phone dont buy it and flipkart service is really dissappointing.. They have sended the same technician second time  for verification , who is not at all Knowledgable and he is giving me false statement that i have lodged ur complaint but after that i got a message that my issue js resolved...they all are cheater he transferred video of mine too for verification of camera..saying that he will  send it to the team."
5935,4,Good quality productGood phone
5936,3,Just okaySometimes gives problem in calling speaker
5937,4,DelightfulNice phone with less price as compared to the premium range smartphone ..
5938,1,Hated it!Plz don't expect much from this phone
5939,5,TerrificSuper products
5940,3,Just okayNot so good.Camera is Very bad.
5941,5,Perfect product!Best phone in 12000 Rs
5942,2,"Not goodHeating issue & Battery capacity is not worthy, Draining normally other than look & performance is just above average"
5943,5,Classy productGood product
5944,4,Value-for-moneyNice Product!
5945,5,Fabulous!Good
5946,5,Simply awesomeValue for money product.
5947,4,Pretty goodMoney saving product..
5948,3,GoodCamera is not good as shown 48 MP
5949,5,"Simply awesomeBest budget phone under 10,000"
5950,5,Super!Good
5951,3,Does the jobBest Mobile
5952,4,Good choiceSuperb performance
5953,5,WonderfulValue for money and fast delivery
5954,1,"HorribleWorst phone dont buy it and flipkart service is really dissappointing.. They have sended the same technician second time  for verification , who is not at all Knowledgable and he is giving me false statement that i have lodged ur complaint but after that i got a message that my issue js resolved...they all are cheater he transferred video of mine too for verification of camera..saying that he will  send it to the team."
5955,4,Good quality productGood phone
5956,3,Just okaySometimes gives problem in calling speaker
5957,4,DelightfulNice phone with less price as compared to the premium range smartphone ..
5958,1,Hated it!Plz don't expect much from this phone
5959,5,TerrificSuper products
5960,5,Simply awesomeWorth it product
5961,3,Does the jobCamera is very poor
5962,5,BrilliantPerfect phone...❤️loved it
5963,3,Just okayGood mobile
5964,5,Terrific purchaseNice
5965,5,WonderfulAfter usage of one month review really wonderful phone in this budget and all options in this phone is super especially battery capacity is wow..
5966,3,FairPhone is good having 6/128gb in this range of money.  If the camera also good then.. This is a good phone... Camera only it's not a level. The weight of phone also little bit heavy... I felt...
5967,2,Expected a better productdisplay is not good
5968,5,Terrific purchaseCall recording not available
5969,5,Highly recommendednice mobile phone
5970,4,Good quality productFlash light is very low.Dispkay quality is not good.Mi is he best not Poco
5971,3,FairMain problem.... Heating issue and fast draining battery
5972,4,Pretty goodBest camera value for money
5973,1,Horrible18w charger takes 3 hours & more time to get the device fully chargedAlways getting slow internet
5974,5,Simply awesomeNice mobile
5975,5,Must buy!Good overall budget phone
5976,4,"DelightfulHello Iam from Kerala I buyed POCO M3 because I write a review. Good value for money and battary backup is good, camara is not bad but not a Naturalality while taking photo. Brightness is low in outdoor"
5977,3,Does the jobCamera is a bad sound is slow volume
5978,4,Really NiceIt's VALUE 4 MONEYGo for it...
5979,5,Just wow!It is so good
5980,5,Simply awesomeWorth it product
5981,3,Does the jobCamera is very poor
5982,5,BrilliantPerfect phone...❤️loved it
5983,3,Just okayGood mobile
5984,5,Terrific purchaseNice
5985,5,WonderfulAfter usage of one month review really wonderful phone in this budget and all options in this phone is super especially battery capacity is wow..
5986,3,FairPhone is good having 6/128gb in this range of money.  If the camera also good then.. This is a good phone... Camera only it's not a level. The weight of phone also little bit heavy... I felt...
5987,2,Expected a better productdisplay is not good
5988,5,Terrific purchaseCall recording not available
5989,5,Highly recommendednice mobile phone
5990,4,WonderfulSo for so good
5991,4,Nice productNice product......
5992,5,WonderfulVery best phone money according.
5993,5,WonderfulOver all gud
5994,1,Terrible productphone is totally westage of money.camera  quality nilldisplay..   total nill
5995,5,Worth every pennyMust nuy...value for money this budget
5996,3,Just okayGood
5997,5,AwesomeSuper
5998,5,Worth every pennyGood
5999,4,Pretty goodNot gaming mobile
6000,5,Mind-blowing purchaseVery nice
6001,5,BrilliantGood value for money
6002,4,Good quality productgood
6003,5,Mind-blowing purchaseOk
6004,3,Does the jobBudget mobile
6005,2,ModeratePoor wifi connectivity.
6006,3,GoodOk 👍👌 good 👍😊
6007,4,Very GoodGood mobile for heavy screen users because anytime mobile using person can easily use 2 to 3 years approx
6008,5,Terrific purchaseNice product
6009,4,WonderfulGreat product really like it
6010,4,WonderfulSo for so good
6011,4,Nice productNice product......
6012,5,WonderfulVery best phone money according.
6013,5,WonderfulOver all gud
6014,1,Terrible productphone is totally westage of money.camera  quality nilldisplay..   total nill
6015,5,Worth every pennyMust nuy...value for money this budget
6016,3,Decent productGood
6017,5,AwesomeSuper
6018,5,Worth every pennyGood
6019,4,Pretty goodNot gaming mobile
6020,5,Great productValue for money.
6021,5,Fabulous!Best of best
6022,5,Perfect product!AMAZING product i just have no words to explain how great this smartphone is the only one thing negative here is the gyro sensor is the slowest in the phone but overall if you are a gyroscope gamer the phone is best for you
6023,5,ExcellentNice
6024,5,Perfect product!Good
6025,5,Great productNic
6026,2,ModerateCamera flash are very bad when flash on the picture are not showing clearly. But overall good at this price
6027,5,Best in the market!Good
6028,4,Good quality productGood phone
6029,5,Great productGood
6030,3,GoodGood
6031,5,Classy productAwesome
6032,5,Worth every pennyAwesome product for regular office working purpose ✌
6033,1,UnsatisfactoryWaste. Keep on asking to send report to MI while opening ' phone' app to call
6034,5,ExcellentAwesome phone
6035,5,Mind-blowing purchaseAll channels and reviews told that camera is worst but camera is great as per the value of moneyBattery is worst 👎 only one day backup. And i didn't install any games. Simple usage only
6036,5,BrilliantGreat value for money phone purchased it during sale.. Purchased yellow colour phone looks premium and has style quotient..Your phone is noticed by all....U also enjoy clean android experience ..
6037,4,Really NiceVery nice good mobile
6038,2,ModerateNot satisfied by camera and heating isu on charging
6039,4,DelightfulCamera could have been better and weight of mobile seems heavy...
6040,5,Best in the market!Good
6041,5,BrilliantExellent Products.
6042,5,"WonderfulBest phone under 11k,battery life 48hr , charging time roughly 3 hour, looks good, value for money product, just go for it.... Don't believe the rumours"
6043,5,Just wow!Nice relme.4 Star camera.5star battery.5star super amoled display.4star look.4star sound quality.5star clean ui no third party push notification.5 Star fingerprint scanner is to good.no over heating problem
